类型,母序列,子序列,采样点,关联系数
铅钡,SiO2,Na2O,42未风化点1,0.6780272368
铅钡,SiO2,Na2O,42未风化点2,0.6810010747
铅钡,SiO2,Na2O,43部位1,0.9710475224
铅钡,SiO2,Na2O,43部位2,0.950205443
铅钡,SiO2,Na2O,44未风化点,0.8534304709
铅钡,SiO2,Na2O,45,0.8860328161
铅钡,SiO2,Na2O,46,0.8819257884
铅钡,SiO2,Na2O,47,0.73458109
铅钡,SiO2,Na2O,48,0.9562911926
铅钡,SiO2,Na2O,49,0.9348913173
铅钡,SiO2,Na2O,49未风化点,0.8830619545
铅钡,SiO2,Na2O,50,0.9584429167
铅钡,SiO2,Na2O,50未风化点,0.9016273493
铅钡,SiO2,Na2O,51部位1,0.9438596594
铅钡,SiO2,Na2O,51部位2,0.9509744349
铅钡,SiO2,Na2O,52,0.939361964
铅钡,SiO2,Na2O,53未风化点,0.8601768452
铅钡,SiO2,Na2O,54,0.9489338481
铅钡,SiO2,Na2O,54严重风化点,0.9603900716
铅钡,SiO2,Na2O,55,0.8593385806
铅钡,SiO2,Na2O,56,0.9341268889
铅钡,SiO2,Na2O,57,0.9421083591
铅钡,SiO2,Na2O,58,0.9315033994
铅钡,SiO2,K2O,02,0.67404619
铅钡,SiO2,K2O,08,0.953642566
铅钡,SiO2,K2O,08严重风化点,0.9892661461
铅钡,SiO2,K2O,11,0.9686182222
铅钡,SiO2,K2O,19,0.9330884234
铅钡,SiO2,K2O,20,0.7717929656
铅钡,SiO2,K2O,23未风化点,0.8846194573
铅钡,SiO2,K2O,24,0.9282446876
铅钡,SiO2,K2O,25未风化点,0.890711854
铅钡,SiO2,K2O,26,0.9544171335
铅钡,SiO2,K2O,26严重风化点,0.8274322619
铅钡,SiO2,K2O,28未风化点,0.977039642
铅钡,SiO2,K2O,29未风化点,0.9908826736
铅钡,SiO2,K2O,30部位1,0.5936618538
铅钡,SiO2,K2O,30部位2,0.9179068676
铅钡,SiO2,K2O,31,0.8621441154
铅钡,SiO2,K2O,32,0.9481293206
铅钡,SiO2,K2O,33,0.9078486398
铅钡,SiO2,K2O,34,0.9534071906
铅钡,SiO2,K2O,35,0.8621441154
铅钡,SiO2,K2O,36,0.9808080032
铅钡,SiO2,K2O,37,0.9799188788
铅钡,SiO2,K2O,38,0.9261752223
铅钡,SiO2,K2O,39,0.9403205456
铅钡,SiO2,K2O,40,0.9612879726
铅钡,SiO2,K2O,41,0.8371601331
铅钡,SiO2,K2O,42未风化点1,0.9591937216
铅钡,SiO2,K2O,42未风化点2,0.9384815545
铅钡,SiO2,K2O,43部位1,0.9710475224
铅钡,SiO2,K2O,43部位2,0.950205443
铅钡,SiO2,K2O,44未风化点,0.963068922
铅钡,SiO2,K2O,45,0.9185252486
铅钡,SiO2,K2O,46,0.9983761409
铅钡,SiO2,K2O,47,0.9686673386
铅钡,SiO2,K2O,48,0.9575416649
铅钡,SiO2,K2O,49,0.9348913173
铅钡,SiO2,K2O,49未风化点,0.9705622508
铅钡,SiO2,K2O,50,0.9584429167
铅钡,SiO2,K2O,50未风化点,0.9016273493
铅钡,SiO2,K2O,51部位1,0.9438596594
铅钡,SiO2,K2O,51部位2,0.9509744349
铅钡,SiO2,K2O,52,0.9414182769
铅钡,SiO2,K2O,53未风化点,0.9136687401
铅钡,SiO2,K2O,54,0.8929864286
铅钡,SiO2,K2O,54严重风化点,0.9603900716
铅钡,SiO2,K2O,55,0.8938090543
铅钡,SiO2,K2O,56,0.9341268889
铅钡,SiO2,K2O,57,0.9421083591
铅钡,SiO2,K2O,58,0.9000764045
铅钡,SiO2,CaO,02,0.9810424388
铅钡,SiO2,CaO,08,0.9814374989
铅钡,SiO2,CaO,08严重风化点,0.8806528136
铅钡,SiO2,CaO,11,0.9260866738
铅钡,SiO2,CaO,19,0.9410229404
铅钡,SiO2,CaO,20,0.9170267992
铅钡,SiO2,CaO,23未风化点,0.9030365638
铅钡,SiO2,CaO,24,0.9473009568
铅钡,SiO2,CaO,25未风化点,0.9143704817
铅钡,SiO2,CaO,26,0.9823952612
铅钡,SiO2,CaO,26严重风化点,0.885437199
铅钡,SiO2,CaO,28未风化点,0.906299057
铅钡,SiO2,CaO,29未风化点,0.9841098446
铅钡,SiO2,CaO,30部位1,0.8903322853
铅钡,SiO2,CaO,30部位2,0.9046897367
铅钡,SiO2,CaO,31,0.9207053307
铅钡,SiO2,CaO,32,0.8711346911
铅钡,SiO2,CaO,33,0.8667532504
铅钡,SiO2,CaO,34,0.9517703484
铅钡,SiO2,CaO,35,0.8753675255
铅钡,SiO2,CaO,36,0.9269612739
铅钡,SiO2,CaO,37,0.9051548419
铅钡,SiO2,CaO,38,0.9538754484
铅钡,SiO2,CaO,39,0.9878634137
铅钡,SiO2,CaO,40,0.9567215832
铅钡,SiO2,CaO,41,0.8449805531
铅钡,SiO2,CaO,42未风化点1,0.9192430739
铅钡,SiO2,CaO,42未风化点2,0.8893251057
铅钡,SiO2,CaO,43部位1,0.8257091727
铅钡,SiO2,CaO,43部位2,0.8051667186
铅钡,SiO2,CaO,44未风化点,0.9536032956
铅钡,SiO2,CaO,45,0.9009745072
铅钡,SiO2,CaO,46,0.8819257884
铅钡,SiO2,CaO,47,0.9217918573
铅钡,SiO2,CaO,48,1
铅钡,SiO2,CaO,49,0.8765619968
铅钡,SiO2,CaO,49未风化点,0.9647706269
铅钡,SiO2,CaO,50,0.90660793
铅钡,SiO2,CaO,50未风化点,0.9670821996
铅钡,SiO2,CaO,51部位1,0.9050799928
铅钡,SiO2,CaO,51部位2,0.8444014192
铅钡,SiO2,CaO,52,0.9599473149
铅钡,SiO2,CaO,53未风化点,0.8940843061
铅钡,SiO2,CaO,54,0.9152837605
铅钡,SiO2,CaO,54严重风化点,0.9603900716
铅钡,SiO2,CaO,55,0.9374675755
铅钡,SiO2,CaO,56,0.9854877189
铅钡,SiO2,CaO,57,0.9989553946
铅钡,SiO2,CaO,58,0.9202417091
铅钡,SiO2,MgO,02,0.922322586
铅钡,SiO2,MgO,08,0.953642566
铅钡,SiO2,MgO,08严重风化点,0.9892661461
铅钡,SiO2,MgO,11,0.97853461
铅钡,SiO2,MgO,19,0.9862239147
铅钡,SiO2,MgO,20,0.9170267992
铅钡,SiO2,MgO,23未风化点,0.9742203542
铅钡,SiO2,MgO,24,0.9282446876
铅钡,SiO2,MgO,25未风化点,0.890711854
铅钡,SiO2,MgO,26,0.9544171335
铅钡,SiO2,MgO,26严重风化点,0.9913884831
铅钡,SiO2,MgO,28未风化点,0.9816030907
铅钡,SiO2,MgO,29未风化点,0.9399241393
铅钡,SiO2,MgO,30部位1,0.9437080966
铅钡,SiO2,MgO,30部位2,0.9854604385
铅钡,SiO2,MgO,31,0.9712763394
铅钡,SiO2,MgO,32,0.8553307001
铅钡,SiO2,MgO,33,0.9644992378
铅钡,SiO2,MgO,34,0.9202688601
铅钡,SiO2,MgO,35,0.8621441154
铅钡,SiO2,MgO,36,0.9125301515
铅钡,SiO2,MgO,37,0.8727368743
铅钡,SiO2,MgO,38,0.9261752223
铅钡,SiO2,MgO,39,0.9403205456
铅钡,SiO2,MgO,40,0.9612879726
铅钡,SiO2,MgO,41,0.7382689862
铅钡,SiO2,MgO,42未风化点1,0.9665411889
铅钡,SiO2,MgO,42未风化点2,0.9572151657
铅钡,SiO2,MgO,43部位1,0.9092623217
铅钡,SiO2,MgO,43部位2,0.9208184839
铅钡,SiO2,MgO,44未风化点,0.8715901615
铅钡,SiO2,MgO,45,0.9612792283
铅钡,SiO2,MgO,46,0.9009461986
铅钡,SiO2,MgO,47,0.9655917366
铅钡,SiO2,MgO,48,0.912842702
铅钡,SiO2,MgO,49,0.8734412437
铅钡,SiO2,MgO,49未风化点,0.9591596144
铅钡,SiO2,MgO,50,0.9758503023
铅钡,SiO2,MgO,50未风化点,0.9708440049
铅钡,SiO2,MgO,51部位1,0.8976186558
铅钡,SiO2,MgO,51部位2,0.8620257866
铅钡,SiO2,MgO,52,0.9827103158
铅钡,SiO2,MgO,53未风化点,0.9883487406
铅钡,SiO2,MgO,54,0.8826879803
铅钡,SiO2,MgO,54严重风化点,0.8923949113
铅钡,SiO2,MgO,55,0.8938090543
铅钡,SiO2,MgO,56,0.9341268889
铅钡,SiO2,MgO,57,0.9421083591
铅钡,SiO2,MgO,58,0.9602166746
铅钡,SiO2,Al2O3,02,0.9441908213
铅钡,SiO2,Al2O3,08,0.986120445
铅钡,SiO2,Al2O3,08严重风化点,0.9832450818
铅钡,SiO2,Al2O3,11,0.9881575964
铅钡,SiO2,Al2O3,19,0.9807932511
铅钡,SiO2,Al2O3,20,0.9530476424
铅钡,SiO2,Al2O3,23未风化点,0.9142174042
铅钡,SiO2,Al2O3,24,0.9649502418
铅钡,SiO2,Al2O3,25未风化点,0.9313340682
铅钡,SiO2,Al2O3,26,0.971139007
铅钡,SiO2,Al2O3,26严重风化点,0.9794237284
铅钡,SiO2,Al2O3,28未风化点,0.9578164077
铅钡,SiO2,Al2O3,29未风化点,0.8228308792
铅钡,SiO2,Al2O3,30部位1,0.9725185219
铅钡,SiO2,Al2O3,30部位2,0.990754546
铅钡,SiO2,Al2O3,31,0.9261450849
铅钡,SiO2,Al2O3,32,0.9022715099
铅钡,SiO2,Al2O3,33,0.8907304889
铅钡,SiO2,Al2O3,34,0.9570417617
铅钡,SiO2,Al2O3,35,0.890642012
铅钡,SiO2,Al2O3,36,0.9482113664
铅钡,SiO2,Al2O3,37,0.9296118398
铅钡,SiO2,Al2O3,38,0.9867067523
铅钡,SiO2,Al2O3,39,0.9518546488
铅钡,SiO2,Al2O3,40,0.9721261415
铅钡,SiO2,Al2O3,41,0.9610015435
铅钡,SiO2,Al2O3,42未风化点1,0.9677742679
铅钡,SiO2,Al2O3,42未风化点2,0.9797098802
铅钡,SiO2,Al2O3,43部位1,0.9732773016
铅钡,SiO2,Al2O3,43部位2,0.966403026
铅钡,SiO2,Al2O3,44未风化点,0.8481653179
铅钡,SiO2,Al2O3,45,0.9806079474
铅钡,SiO2,Al2O3,46,0.9896787096
铅钡,SiO2,Al2O3,47,0.9559379577
铅钡,SiO2,Al2O3,48,0.8184814612
铅钡,SiO2,Al2O3,49,0.9360675322
铅钡,SiO2,Al2O3,49未风化点,0.9667584207
铅钡,SiO2,Al2O3,50,0.9958975222
铅钡,SiO2,Al2O3,50未风化点,0.9981141458
铅钡,SiO2,Al2O3,51部位1,0.9301356591
铅钡,SiO2,Al2O3,51部位2,0.9877322074
铅钡,SiO2,Al2O3,52,0.9686822553
铅钡,SiO2,Al2O3,53未风化点,0.9989614061
铅钡,SiO2,Al2O3,54,0.9501848082
铅钡,SiO2,Al2O3,54严重风化点,0.9504701172
铅钡,SiO2,Al2O3,55,0.9246962969
铅钡,SiO2,Al2O3,56,0.9776718579
铅钡,SiO2,Al2O3,57,0.9947639714
铅钡,SiO2,Al2O3,58,0.983796266
铅钡,SiO2,Fe2O3,02,0.8478368692
铅钡,SiO2,Fe2O3,08,0.953642566
铅钡,SiO2,Fe2O3,08严重风化点,0.9892661461
铅钡,SiO2,Fe2O3,11,0.9248006975
铅钡,SiO2,Fe2O3,19,0.8934643274
铅钡,SiO2,Fe2O3,20,0.8877779772
铅钡,SiO2,Fe2O3,23未风化点,0.8846194573
铅钡,SiO2,Fe2O3,24,0.9282446876
铅钡,SiO2,Fe2O3,25未风化点,0.9091278605
铅钡,SiO2,Fe2O3,26,0.9544171335
铅钡,SiO2,Fe2O3,26严重风化点,0.9913884831
铅钡,SiO2,Fe2O3,28未风化点,0.9040854624
铅钡,SiO2,Fe2O3,29未风化点,0.9644840312
铅钡,SiO2,Fe2O3,30部位1,0.8185598472
铅钡,SiO2,Fe2O3,30部位2,0.7664547934
铅钡,SiO2,Fe2O3,31,0.6662900555
铅钡,SiO2,Fe2O3,32,0.9755825371
铅钡,SiO2,Fe2O3,33,0.8451364284
铅钡,SiO2,Fe2O3,34,0.9814435161
铅钡,SiO2,Fe2O3,35,0.8807467073
铅钡,SiO2,Fe2O3,36,0.9526176992
铅钡,SiO2,Fe2O3,37,0.8727368743
铅钡,SiO2,Fe2O3,38,0.9634677642
铅钡,SiO2,Fe2O3,39,0.9403205456
铅钡,SiO2,Fe2O3,40,0.9872739115
铅钡,SiO2,Fe2O3,41,0.8245973239
铅钡,SiO2,Fe2O3,42未风化点1,0.889459739
铅钡,SiO2,Fe2O3,42未风化点2,0.8893251057
铅钡,SiO2,Fe2O3,43部位1,0.9267923645
铅钡,SiO2,Fe2O3,43部位2,0.8716942303
铅钡,SiO2,Fe2O3,44未风化点,0.9649122634
铅钡,SiO2,Fe2O3,45,0.8705938641
铅钡,SiO2,Fe2O3,46,0.8819257884
铅钡,SiO2,Fe2O3,47,0.8889214505
铅钡,SiO2,Fe2O3,48,0.9819280092
铅钡,SiO2,Fe2O3,49,0.7550016115
铅钡,SiO2,Fe2O3,49未风化点,0.9524909965
铅钡,SiO2,Fe2O3,50,0.996532207
铅钡,SiO2,Fe2O3,50未风化点,0.9016273493
铅钡,SiO2,Fe2O3,51部位1,0.8998520973
铅钡,SiO2,Fe2O3,51部位2,0.9918118767
铅钡,SiO2,Fe2O3,52,0.971740022
铅钡,SiO2,Fe2O3,53未风化点,0.8662297811
铅钡,SiO2,Fe2O3,54,0.9489338481
铅钡,SiO2,Fe2O3,54严重风化点,0.9603900716
铅钡,SiO2,Fe2O3,55,0.8938090543
铅钡,SiO2,Fe2O3,56,0.9341268889
铅钡,SiO2,Fe2O3,57,0.9421083591
铅钡,SiO2,Fe2O3,58,0.9526679832
铅钡,SiO2,CuO,02,0.930423536
铅钡,SiO2,CuO,08,0.6783393288
铅钡,SiO2,CuO,08严重风化点,0.8723398567
铅钡,SiO2,CuO,11,0.8577085497
铅钡,SiO2,CuO,19,0.9057232951
铅钡,SiO2,CuO,20,0.8701803016
铅钡,SiO2,CuO,23未风化点,0.9811429401
铅钡,SiO2,CuO,24,0.7421524253
铅钡,SiO2,CuO,25未风化点,0.9377582125
铅钡,SiO2,CuO,26,0.6742698124
铅钡,SiO2,CuO,26严重风化点,0.8535048405
铅钡,SiO2,CuO,28未风化点,0.8706406291
铅钡,SiO2,CuO,29未风化点,0.8957857835
铅钡,SiO2,CuO,30部位1,0.9232436815
铅钡,SiO2,CuO,30部位2,0.9179068676
铅钡,SiO2,CuO,31,0.8789111949
铅钡,SiO2,CuO,32,0.85939701
铅钡,SiO2,CuO,33,0.862362831
铅钡,SiO2,CuO,34,0.9894119372
铅钡,SiO2,CuO,35,0.8681666993
铅钡,SiO2,CuO,36,0.9419236808
铅钡,SiO2,CuO,37,0.9951891266
铅钡,SiO2,CuO,38,0.9587748418
铅钡,SiO2,CuO,39,0.9811500307
铅钡,SiO2,CuO,40,0.9612879726
铅钡,SiO2,CuO,41,0.9662106522
铅钡,SiO2,CuO,42未风化点1,0.9908069519
铅钡,SiO2,CuO,42未风化点2,0.9885109016
铅钡,SiO2,CuO,43部位1,0.8074170847
铅钡,SiO2,CuO,43部位2,0.9776927941
铅钡,SiO2,CuO,44未风化点,0.8883332894
铅钡,SiO2,CuO,45,0.8912754237
铅钡,SiO2,CuO,46,0.9131093295
铅钡,SiO2,CuO,47,0.9155241956
铅钡,SiO2,CuO,48,0.8854955863
铅钡,SiO2,CuO,49,0.9667064445
铅钡,SiO2,CuO,49未风化点,0.9010689643
铅钡,SiO2,CuO,50,0.9874094596
铅钡,SiO2,CuO,50未风化点,0.9311829658
铅钡,SiO2,CuO,51部位1,0.9913749906
铅钡,SiO2,CuO,51部位2,0.9863531811
铅钡,SiO2,CuO,52,0.9736868571
铅钡,SiO2,CuO,53未风化点,0.8870976541
铅钡,SiO2,CuO,54,0.988070329
铅钡,SiO2,CuO,54严重风化点,0.9752032039
铅钡,SiO2,CuO,55,0.9297499803
铅钡,SiO2,CuO,56,0.970130237
铅钡,SiO2,CuO,57,0.9968967986
铅钡,SiO2,CuO,58,0.9232278396
铅钡,SiO2,PbO,02,0.9561485747
铅钡,SiO2,PbO,08,0.9690282079
铅钡,SiO2,PbO,08严重风化点,0.92557634
铅钡,SiO2,PbO,11,0.9907374666
铅钡,SiO2,PbO,19,0.9533424939
铅钡,SiO2,PbO,20,0.9397428178
铅钡,SiO2,PbO,23未风化点,0.9239567098
铅钡,SiO2,PbO,24,0.9954465516
铅钡,SiO2,PbO,25未风化点,0.9687286841
铅钡,SiO2,PbO,26,0.9659764373
铅钡,SiO2,PbO,26严重风化点,0.9298857518
铅钡,SiO2,PbO,28未风化点,0.8955807737
铅钡,SiO2,PbO,29未风化点,0.8939254287
铅钡,SiO2,PbO,30部位1,0.9734166429
铅钡,SiO2,PbO,30部位2,0.9834611703
铅钡,SiO2,PbO,31,0.8984807646
铅钡,SiO2,PbO,32,0.8983668014
铅钡,SiO2,PbO,33,0.8791693263
铅钡,SiO2,PbO,34,0.9573188583
铅钡,SiO2,PbO,35,0.9112441073
铅钡,SiO2,PbO,36,0.9790800364
铅钡,SiO2,PbO,37,0.9116135934
铅钡,SiO2,PbO,38,0.9439870241
铅钡,SiO2,PbO,39,0.9018777721
铅钡,SiO2,PbO,40,0.8635478229
铅钡,SiO2,PbO,41,0.9260893632
铅钡,SiO2,PbO,42未风化点1,0.9413875845
铅钡,SiO2,PbO,42未风化点2,0.9368379731
铅钡,SiO2,PbO,43部位1,0.8778825413
铅钡,SiO2,PbO,43部位2,0.9313439969
铅钡,SiO2,PbO,44未风化点,0.9019146954
铅钡,SiO2,PbO,45,0.9063557991
铅钡,SiO2,PbO,46,0.9413411427
铅钡,SiO2,PbO,47,0.9496987195
铅钡,SiO2,PbO,48,0.9218433712
铅钡,SiO2,PbO,49,0.9741664122
铅钡,SiO2,PbO,49未风化点,0.9370526223
铅钡,SiO2,PbO,50,0.9253806573
铅钡,SiO2,PbO,50未风化点,0.9781431353
铅钡,SiO2,PbO,51部位1,0.9488939783
铅钡,SiO2,PbO,51部位2,0.9147066186
铅钡,SiO2,PbO,52,0.9333043705
铅钡,SiO2,PbO,53未风化点,0.8962898888
铅钡,SiO2,PbO,54,0.9068953161
铅钡,SiO2,PbO,54严重风化点,0.8898880185
铅钡,SiO2,PbO,55,0.9751346782
铅钡,SiO2,PbO,56,0.9563133059
铅钡,SiO2,PbO,57,0.9383819697
铅钡,SiO2,PbO,58,0.9640579233
铅钡,SiO2,BaO,02,0.9192404148
铅钡,SiO2,BaO,08,0.8116415574
铅钡,SiO2,BaO,08严重风化点,0.790929539
铅钡,SiO2,BaO,11,0.9527324988
铅钡,SiO2,BaO,19,0.977036346
铅钡,SiO2,BaO,20,0.8920604814
铅钡,SiO2,BaO,23未风化点,0.9769779851
铅钡,SiO2,BaO,24,0.8633140699
铅钡,SiO2,BaO,25未风化点,0.9409308019
铅钡,SiO2,BaO,26,0.8050799022
铅钡,SiO2,BaO,26严重风化点,0.7633470898
铅钡,SiO2,BaO,28未风化点,0.8859180654
铅钡,SiO2,BaO,29未风化点,0.8808544256
铅钡,SiO2,BaO,30部位1,0.991214456
铅钡,SiO2,BaO,30部位2,0.9969030586
铅钡,SiO2,BaO,31,0.8856746189
铅钡,SiO2,BaO,32,0.8887569728
铅钡,SiO2,BaO,33,0.8686184382
铅钡,SiO2,BaO,34,0.9972584847
铅钡,SiO2,BaO,35,0.9019417961
铅钡,SiO2,BaO,36,0.9989884579
铅钡,SiO2,BaO,37,0.949981846
铅钡,SiO2,BaO,38,0.9922736594
铅钡,SiO2,BaO,39,0.9991291968
铅钡,SiO2,BaO,40,0.9810730286
铅钡,SiO2,BaO,41,0.9590491499
铅钡,SiO2,BaO,42未风化点1,0.9709326286
铅钡,SiO2,BaO,42未风化点2,0.97426626
铅钡,SiO2,BaO,43部位1,0.9660400947
铅钡,SiO2,BaO,43部位2,0.9774888095
铅钡,SiO2,BaO,44未风化点,0.9088486682
铅钡,SiO2,BaO,45,0.9524846809
铅钡,SiO2,BaO,46,0.9585557192
铅钡,SiO2,BaO,47,0.9598850017
铅钡,SiO2,BaO,48,0.940340984
铅钡,SiO2,BaO,49,0.9855336211
铅钡,SiO2,BaO,49未风化点,0.9135179884
铅钡,SiO2,BaO,50,0.9226170215
铅钡,SiO2,BaO,50未风化点,0.949613439
铅钡,SiO2,BaO,51部位1,0.980048856
铅钡,SiO2,BaO,51部位2,0.9509744349
铅钡,SiO2,BaO,52,0.9853123616
铅钡,SiO2,BaO,53未风化点,0.9315989301
铅钡,SiO2,BaO,54,0.9911759915
铅钡,SiO2,BaO,54严重风化点,0.9603900716
铅钡,SiO2,BaO,55,0.9549517158
铅钡,SiO2,BaO,56,0.9363496581
铅钡,SiO2,BaO,57,0.9143141649
铅钡,SiO2,BaO,58,0.9955076572
铅钡,SiO2,P2O5,02,0.9862768049
铅钡,SiO2,P2O5,08,0.9490078378
铅钡,SiO2,P2O5,08严重风化点,0.8295574703
铅钡,SiO2,P2O5,11,0.8422853181
铅钡,SiO2,P2O5,19,0.8466961607
铅钡,SiO2,P2O5,20,0.9312107068
铅钡,SiO2,P2O5,23未风化点,0.8846194573
铅钡,SiO2,P2O5,24,0.931720639
铅钡,SiO2,P2O5,25未风化点,0.8950603654
铅钡,SiO2,P2O5,26,0.9602665009
铅钡,SiO2,P2O5,26严重风化点,0.859113628
铅钡,SiO2,P2O5,28未风化点,0.8808095445
铅钡,SiO2,P2O5,29未风化点,0.8758234389
铅钡,SiO2,P2O5,30部位1,0.9232436815
铅钡,SiO2,P2O5,30部位2,0.9533275849
铅钡,SiO2,P2O5,31,0.8981558505
铅钡,SiO2,P2O5,32,0.8589160468
铅钡,SiO2,P2O5,33,0.8478104592
铅钡,SiO2,P2O5,34,0.9286099817
铅钡,SiO2,P2O5,35,0.8712002867
铅钡,SiO2,P2O5,36,0.9142065879
铅钡,SiO2,P2O5,37,0.905872939
铅钡,SiO2,P2O5,38,0.9381482316
铅钡,SiO2,P2O5,39,0.9707170782
铅钡,SiO2,P2O5,40,0.9902714862
铅钡,SiO2,P2O5,41,0.8554938384
铅钡,SiO2,P2O5,42未风化点1,0.8912803958
铅钡,SiO2,P2O5,42未风化点2,0.8893251057
铅钡,SiO2,P2O5,43部位1,0.9710475224
铅钡,SiO2,P2O5,43部位2,0.7603420359
铅钡,SiO2,P2O5,44未风化点,0.8715901615
铅钡,SiO2,P2O5,45,0.8705938641
铅钡,SiO2,P2O5,46,0.8864142367
铅钡,SiO2,P2O5,47,0.8911956781
铅钡,SiO2,P2O5,48,0.9109685774
铅钡,SiO2,P2O5,49,0.80109314
铅钡,SiO2,P2O5,49未风化点,0.9916636979
铅钡,SiO2,P2O5,50,0.8787886487
铅钡,SiO2,P2O5,50未风化点,0.9326763189
铅钡,SiO2,P2O5,51部位1,0.8529985808
铅钡,SiO2,P2O5,51部位2,0.8340830203
铅钡,SiO2,P2O5,52,0.9082849406
铅钡,SiO2,P2O5,53未风化点,0.8662297811
铅钡,SiO2,P2O5,54,0.937041393
铅钡,SiO2,P2O5,54严重风化点,0.733310992
铅钡,SiO2,P2O5,55,0.9019088281
铅钡,SiO2,P2O5,56,0.9983212307
铅钡,SiO2,P2O5,57,0.9421083591
铅钡,SiO2,P2O5,58,0.8447152765
铅钡,SiO2,SrO,02,0.965026895
铅钡,SiO2,SrO,08,0.9513087719
铅钡,SiO2,SrO,08严重风化点,0.88307352
铅钡,SiO2,SrO,11,0.9818550641
铅钡,SiO2,SrO,19,0.980300232
铅钡,SiO2,SrO,20,0.9170267992
铅钡,SiO2,SrO,23未风化点,0.9608141931
铅钡,SiO2,SrO,24,0.8552966376
铅钡,SiO2,SrO,25未风化点,0.936008073
铅钡,SiO2,SrO,26,0.9313010039
铅钡,SiO2,SrO,26严重风化点,0.8627968754
铅钡,SiO2,SrO,28未风化点,0.8829423694
铅钡,SiO2,SrO,29未风化点,0.9211161424
铅钡,SiO2,SrO,30部位1,0.9889009757
铅钡,SiO2,SrO,30部位2,0.9613156473
铅钡,SiO2,SrO,31,0.9272972355
铅钡,SiO2,SrO,32,0.8553307001
铅钡,SiO2,SrO,33,0.8451364284
铅钡,SiO2,SrO,34,0.9738281567
铅钡,SiO2,SrO,35,0.8621441154
铅钡,SiO2,SrO,36,0.9651666949
铅钡,SiO2,SrO,37,0.9419671236
铅钡,SiO2,SrO,38,0.969978055
铅钡,SiO2,SrO,39,0.9078331496
铅钡,SiO2,SrO,40,0.8743277383
铅钡,SiO2,SrO,41,0.9238441927
铅钡,SiO2,SrO,42未风化点1,0.9716291151
铅钡,SiO2,SrO,42未风化点2,0.8893251057
铅钡,SiO2,SrO,43部位1,0.8746419272
铅钡,SiO2,SrO,43部位2,0.9306172096
铅钡,SiO2,SrO,44未风化点,0.9287652374
铅钡,SiO2,SrO,45,0.9206738717
铅钡,SiO2,SrO,46,0.9832152426
铅钡,SiO2,SrO,47,0.9047897367
铅钡,SiO2,SrO,48,0.9421538646
铅钡,SiO2,SrO,49,0.9482267461
铅钡,SiO2,SrO,49未风化点,0.9515405526
铅钡,SiO2,SrO,50,0.8808905199
铅钡,SiO2,SrO,50未风化点,0.9554516975
铅钡,SiO2,SrO,51部位1,0.9562534622
铅钡,SiO2,SrO,51部位2,0.9509744349
铅钡,SiO2,SrO,52,0.9464472095
铅钡,SiO2,SrO,53未风化点,0.924999484
铅钡,SiO2,SrO,54,0.8442214589
铅钡,SiO2,SrO,54严重风化点,0.7922104911
铅钡,SiO2,SrO,55,0.8938090543
铅钡,SiO2,SrO,56,0.9341268889
铅钡,SiO2,SrO,57,0.9421083591
铅钡,SiO2,SrO,58,0.99173235
铅钡,SiO2,SnO2,02,0.9192404148
铅钡,SiO2,SnO2,08,0.953642566
铅钡,SiO2,SnO2,08严重风化点,0.9892661461
铅钡,SiO2,SnO2,11,0.9248006975
铅钡,SiO2,SnO2,19,0.9330884234
铅钡,SiO2,SnO2,20,0.9170267992
铅钡,SiO2,SnO2,23未风化点,0.8846194573
铅钡,SiO2,SnO2,24,0.9282446876
铅钡,SiO2,SnO2,25未风化点,0.890711854
铅钡,SiO2,SnO2,26,0.9544171335
铅钡,SiO2,SnO2,26严重风化点,0.9913884831
铅钡,SiO2,SnO2,28未风化点,0.8278879391
铅钡,SiO2,SnO2,29未风化点,0.8668870839
铅钡,SiO2,SnO2,30部位1,0.6384853261
铅钡,SiO2,SnO2,30部位2,0.615416654
铅钡,SiO2,SnO2,31,0.8621441154
铅钡,SiO2,SnO2,32,0.8553307001
铅钡,SiO2,SnO2,33,0.8451364284
铅钡,SiO2,SnO2,34,0.9202688601
铅钡,SiO2,SnO2,35,0.8621441154
铅钡,SiO2,SnO2,36,0.9125301515
铅钡,SiO2,SnO2,37,0.8727368743
铅钡,SiO2,SnO2,38,0.9261752223
铅钡,SiO2,SnO2,39,0.9403205456
铅钡,SiO2,SnO2,40,0.9612879726
铅钡,SiO2,SnO2,41,0.9573720003
铅钡,SiO2,SnO2,42未风化点1,0.889459739
铅钡,SiO2,SnO2,42未风化点2,0.8893251057
铅钡,SiO2,SnO2,43部位1,0.9710475224
铅钡,SiO2,SnO2,43部位2,0.950205443
铅钡,SiO2,SnO2,44未风化点,0.8715901615
铅钡,SiO2,SnO2,45,0.8705938641
铅钡,SiO2,SnO2,46,0.8819257884
铅钡,SiO2,SnO2,47,0.8889214505
铅钡,SiO2,SnO2,48,0.3334529483
铅钡,SiO2,SnO2,49,0.9348913173
铅钡,SiO2,SnO2,49未风化点,0.8830619545
铅钡,SiO2,SnO2,50,0.9584429167
铅钡,SiO2,SnO2,50未风化点,0.9016273493
铅钡,SiO2,SnO2,51部位1,0.5869834178
铅钡,SiO2,SnO2,51部位2,0.9509744349
铅钡,SiO2,SnO2,52,0.9414182769
铅钡,SiO2,SnO2,53未风化点,0.8662297811
铅钡,SiO2,SnO2,54,0.9489338481
